0               , 0               , 0               , 0               , 0               , 0               , 0               , 149598023000    , 0               , 0               , -0              , 29784.6766683478, 0               , 384399000       , 0               , 0               , -0              , 1018.30473517246, 0               , 1496847175.23577, -8.11992551035459, 0               , 37.3301499420367, -515.684139248388, 0               
1000            , 0.00901447676419395, 5.98483149588447e-007, 0               , 1.8028953468678e-005, 1.79544944281795e-009, 0               , 149598020051.552, 29784676.4862253, 0               , -5.89689521436622, 29784.6761219803, 0               , 384397649.796001, 1018303.52433399, 0               , -2.7004064179249, 1018.30110265922, 0               , 1496884456.31376, -515692.253606273, 0               , 37.2320080518582, -515.684122546504, 0               
2000            , 0.0360579066985165, 4.78786516094199e-006, 0               , 3.60579062208374e-005, 7.18179769965939e-009, 0               , 149598011206.21 , 59569351.8797155, 0               , -11.7937904234883, 29784.6744828774, 0               , 384393599.193483, 2036599.78365005, 0               , -5.40079388016172, 1018.29020514513, 0               , 1496921639.25597, -1031376.35388667, 0               , 37.1338784419528, -515.684072449036, 0               
3000            , 0.0811302887281897, 1.61590447526009e-005, 0               , 5.40868575399596e-005, 1.61590445556871e-008, 0               , 149597996463.972, 89354025.0877348, 0               , -17.6906856221201, 29784.6717510384, 0               , 384386848.220878, 3054881.51298149, 0               , -8.10114343117754, 1018.27204270706, 0               , 1496958724.07482, -1547060.3873752, 0               , 37.0357613806155, -515.683988964091, 0               
4000            , 0.144231621061917, 3.83029203566558e-005, 0               , 7.2115806709526e-005, 2.87271896528389e-008, 0               , 149597975824.838, 119138695.017546, 0               , -23.587580805012, 29784.6679264617, 0               , 384377396.925576, 4073141.44746411, 0               , -10.8014361157491, 1018.24661547312, 0               , 1496995710.783  , -2062744.3206883, 0               , 36.9376571361065, -515.683872099452, 0               
5000            , 0.225361901191884, 7.48103899755228e-005, 0               , 9.01447530130182e-005, 4.48862324898281e-008, 0               , 149597949288.81 , 148923360.576412, 0               , -29.4844759669084, 29784.6630091454, 0               , 384365245.37392 , 5091372.32238747, 0               , -13.5016529791182, 1018.21392362269, 0               , 1497032599.39346, -2578428.12045003, 0               , 36.8395659766463, -515.683721862569, 0               
6000            , 0.324521125893756, 0.000129272351038719, 0               , 0.000108173695733918, 6.46361724221427e-008, 0               , 149597916855.886, 178708020.67159 , 0               , -35.3813711025466, 29784.6569990868, 0               , 384350393.651209, 6109566.8732461 , 0               , -16.2017750671466, 1018.17396738637, 0               , 1497069389.91941, -3094111.75329174, 0               , 36.7414881704117, -515.683538260564, 0               
7000            , 0.441709291226682, 0.000205279700259636, 0               , 0.000126202634155707, 8.79770086620464e-008, 0               , 149597878526.068, 208492674.210337, 0               , -41.2782662066542, 29784.6498962828, 0               , 384332841.861696, 7127717.83579077, 0               , -18.9017834264711, 1018.12674704601, 0               , 1497106082.37434, -3609795.18585173, 0               , 36.6434239855302, -515.68332130023, 0               
8000            , 0.576926392533293, 0.000306423333492319, 0               , 0.000144231567561867, 1.14908740278578e-007, 0               , 149597834299.354, 238277320.099906, 0               , -47.1751612739477, 29784.6417007296, 0               , 384312590.128584, 8145817.9460797 , 0               , -21.601659104658, 1018.07226293468, 0               , 1497142676.77201, -4125478.38477493, 0               , 36.5453736900759, -515.683070988029, 0               
9000            , 0.730172424439701, 0.000436294145588237, 0               , 0.000162260495235881, 1.45431366197551e-007, 0               , 149597784175.745, 268061957.247545, 0               , -53.0720562991305, 29784.632412423 , 0               , 384289638.59403 , 9163859.94052982, 0               , -24.3013831503583, 1018.01051543671, 0               , 1497179173.12644, -4641161.31671256, 0               , 36.4473375520648, -515.682787330094, 0               
