0               , 0               , 0               , 0               , 0               , 0               , 0               , 149598023000    , 0               , 0               , -0              , 29784.6766683478, 0               , 384399000       , 0               , 0               , -0              , 1018.30473517246, 0               , 1496847100.88529, 16.4994655110214, 0               , 10.6513818326473, -103.60074414615, 0               
1000            , 0.00901447676419395, 5.98483149588447e-007, 0               , 1.8028953468678e-005, 1.79544944281795e-009, 0               , 149598020051.552, 29784676.4862253, 0               , -5.89689521436622, 29784.6761219803, 0               , 384397649.796001, 1018303.52433399, 0               , -2.7004064179249, 1018.30110265922, 0               , 1496857703.19372, -103584.250164527, 0               , 10.5532356175654, -103.600760596477, 0               
2000            , 0.0360579066985165, 4.78786516094199e-006, 0               , 3.60579062208374e-005, 7.18179769965939e-009, 0               , 149598011206.21 , 59569351.8797155, 0               , -11.7937904234883, 29784.6744828774, 0               , 384393599.193483, 2036599.78365005, 0               , -5.40079388016172, 1018.29020514513, 0               , 1496868207.35774, -207185.032692554, 0               , 10.4550930460699, -103.600809942093, 0               
3000            , 0.0811302887281897, 1.61590447526009e-005, 0               , 5.40868575399596e-005, 1.61590445556871e-008, 0               , 149597996463.972, 89354025.0877348, 0               , -17.6906856221201, 29784.6717510384, 0               , 384386848.220878, 3054881.51298149, 0               , -8.10114343117754, 1018.27204270706, 0               , 1496878613.38109, -310785.88101368, 0               , 10.3569543343829, -103.600892182564, 0               
4000            , 0.144231621061917, 3.83029203566558e-005, 0               , 7.2115806709526e-005, 2.87271896528389e-008, 0               , 149597975824.838, 119138695.017546, 0               , -23.587580805012, 29784.6679264617, 0               , 384377396.925576, 4073141.44746411, 0               , -10.8014361157491, 1018.24661547312, 0               , 1496888921.26776, -414386.828022346, 0               , 10.2588196987185, -103.601007316981, 0               
5000            , 0.225361901191884, 7.48103899755228e-005, 0               , 9.01447530130182e-005, 4.48862324898281e-008, 0               , 149597949288.81 , 148923360.576412, 0               , -29.4844759669084, 29784.6630091454, 0               , 384365245.37392 , 5091372.32238747, 0               , -13.5016529791182, 1018.21392362269, 0               , 1496899131.02192, -517987.906611845, 0               , 10.1606893552794, -103.601155343963, 0               
6000            , 0.324521125893756, 0.000129272351038719, 0               , 0.000108173695733918, 6.46361724221427e-008, 0               , 149597916855.886, 178708020.67159 , 0               , -35.3813711025466, 29784.6569990868, 0               , 384350393.651209, 6109566.8732461 , 0               , -16.2017750671466, 1018.17396738637, 0               , 1496909242.64798, -621589.149673858, 0               , 10.0625635202533, -103.601336261658, 0               
7000            , 0.441709291226682, 0.000205279700259636, 0               , 0.000126202634155707, 8.79770086620464e-008, 0               , 149597878526.068, 208492674.210337, 0               , -41.2782662066542, 29784.6498962828, 0               , 384332841.861696, 7127717.83579077, 0               , -18.9017834264711, 1018.12674704601, 0               , 1496919256.15054, -725190.590097973, 0               , 9.9644424098093 , -103.601550067741, 0               
8000            , 0.576926392533293, 0.000306423333492319, 0               , 0.000144231567561867, 1.14908740278578e-007, 0               , 149597834299.354, 238277320.099906, 0               , -47.1751612739477, 29784.6417007296, 0               , 384312590.128584, 8145817.9460797 , 0               , -21.601659104658, 1018.07226293468, 0               , 1496929171.53444, -828792.260771219, 0               , 9.86632624009456, -103.601796759415, 0               
9000            , 0.730172424439701, 0.000436294145588237, 0               , 0.000162260495235881, 1.45431366197551e-007, 0               , 149597784175.745, 268061957.247545, 0               , -53.0720562991305, 29784.632412423 , 0               , 384289638.59403 , 9163859.94052982, 0               , -24.3013831503583, 1018.01051543671, 0               , 1496938988.80474, -932394.194577592, 0               , 9.76821522723068, -103.60207633341, 0               
10000           , 0.901447380855501, 0.000598483030253063, 0               , 0.000180289416461231, 1.79544885201555e-007, 0               , 149597728155.241, 297846584.560499, 0               , -58.968951276891, 29784.622031358 , 0               , 384263987.419144, 10181836.555968 , 0               , -27.0009366134626, 1017.94150498764, 0               , 1496948707.96669, -1035996.42439758, 0               , 9.67010958731019, -103.602388785983, 0               
11000           , 1.09075125497377, 0.000796580879903443, 0               , 0.0001983183305214, 2.17249295929953e-007, 0               , 149597666237.843, 327631200.946006, 0               , -64.8658462019007, 29784.6105575292, 0               , 384235636.783981, 11199740.5296822, 0               , -29.7003005452558, 1017.86523207422, 0               , 1496958329.02578, -1139598.98310769, 0               , 9.57200953639305, -103.602734112919, 0               
12000           , 1.29808403927107, 0.00103417858552378, 0               , 0.00021634723669987, 2.58544596878887e-007, 0               , 149597598423.549, 357415805.3113  , 0               , -70.7627410688124, 29784.5979909304, 0               , 384204586.887546, 12217564.5994729, 0               , -32.3994559985723, 1017.78169723444, 0               , 1496967851.9877 , -1243201.90357999, 0               , 9.47391529050314, -103.603112309532, 0               
13000           , 1.52344572550744, 0.001314867036523, 0               , 0.000234376134280126, 3.03430786401269e-007, 0               , 149597524712.361, 387200396.563608, 0               , -76.6596358722582, 29784.5843315552, 0               , 384170837.947791, 13235301.503704 , 0               , -35.09838402795 , 1017.69090105749, 0               , 1496977276.85836, -1346805.21868161, 0               , 9.37582706562472, -103.60352337066, 0               
14000           , 1.76683630472641, 0.00164223712059133, 0               , 0.000252405022545651, 3.51907862706792e-007, 0               , 149597445104.277, 416984973.61015 , 0               , -82.556530606848, 29784.5695793963, 0               , 384134390.201613, 14252943.9813542, 0               , -37.7970656897856, 1017.59284418374, 0               , 1496986603.64391, -1450408.96127429, 0               , 9.27774507769898, -103.603967290671, 0               
15000           , 2.02825576725499, 0.00201987972355708, 0               , 0.000270433900779929, 4.03975823861919e-007, 0               , 149597359599.299, 446769535.358137, 0               , -88.4534252671671, 29784.553734446 , 0               , 384095243.904848, 15270484.7720683, 0               , -40.4954820424891, 1017.48752730477, 0               , 1496995832.35067, -1554013.16421389, 0               , 9.1796695426205 , -103.604444063458, 0               
16000           , 2.30770410270368, 0.00245138572924342, 0               , 0.000288462768266444, 4.59634667789893e-007, 0               , 149597268197.427, 476554080.714775, 0               , -94.3503198477746, 29784.5367966958, 0               , 384053399.332277, 16287916.6162081, 0               , -43.1936141466382, 1017.37495116336, 0               , 1497004962.98521, -1657617.86034995, 0               , 9.08160067623377, -103.604953682442, 0               
17000           , 2.60518129996645, 0.00294034601932512, 0               , 0.000306491624288682, 5.18884392270728e-007, 0               , 149597170898.66 , 506338608.587259, 0               , -100.247214343202, 29784.5187661368, 0               , 384008856.777617, 17305232.254904 , 0               , -45.8914430651332, 1017.25511655342, 0               , 1497013995.55432, -1761223.08252517, 0               , 8.98353869432968, -103.605496140571, 0               
18000           , 2.92068734722078, 0.00349035147318539, 0               , 0.000324520468130129, 5.81724994941217e-007, 0               , 149597067702.998, 536123117.882776, 0               , -106.14410874795, 29784.4996427597, 0               , 383961616.553521, 18322424.4301057, 0               , -48.5889498633513, 1017.12802432005, 0               , 1497022930.06497, -1864828.86357498, 0               , 8.88548381264206, -103.606071430319, 0               
19000           , 3.25422223192761, 0.00410499296777259, 0               , 0.00034254929907427, 6.48156473294926e-007, 0               , 149596958610.442, 565907607.508502, 0               , -112.041003056487, 29784.4794265543, 0               , 383911678.991574, 19339485.8846337, 0               , -51.2861156093009, 1016.99367535951, 0               , 1497031766.52438, -1968435.23632703, 0               , 8.78743624684417, -103.606679543686, 0               
20000           , 3.60578594083138, 0.00478786137745706, 0               , 0.000360578116404592, 7.18178824682198e-007, 0               , 149596843620.992, 595692076.371605, 0               , -117.937897263251, 29784.4581175099, 0               , 383859044.442296, 20356409.3622301, 0               , -53.9829213737761, 1016.85207061919, 0               , 1497040504.93997, -2072042.23360075, 0               , 8.68939621254522, -103.607320472201, 0               
21000           , 3.97537845996002, 0.00554254757388785, 0               , 0.000378606919404582, 7.91792046310151e-007, 0               , 149596722734.648, 625476523.379239, 0               , -123.83479136264, 29784.4357156153, 0               , 383803713.27513 , 21373187.6076102, 0               , -56.679348230511, 1016.70321109759, 0               , 1497049145.31939, -2175649.88820685, 0               , 8.59136392528696, -103.607994206917, 0               
22000           , 4.36299977462493, 0.00637264242584952, 0               , 0.000396635707357728, 8.68996135242677e-007, 0               , 149596595951.409, 655260947.438548, 0               , -129.731685349018, 29784.4122208588, 0               , 383745685.878445, 22389813.3665133, 0               , -59.3753772563334, 1016.54709784435, 0               , 1497057687.67048, -2279258.23294686, 0               , 8.4933396005401 , -103.608700738414, 0               
23000           , 4.76864986942102, 0.00728173679911891, 0               , 0.000414664479547518, 9.49791088400447e-007, 0               , 149596463271.277, 685045347.456665, 0               , -135.628579216707, 29784.387633228 , 0               , 383684962.659534, 23406279.3857538, 0               , -62.0709895313195, 1016.3837319602 , 0               , 1497066132.00132, -2382867.30061266, 0               , 8.39532345370096, -103.609440056798, 0               
