31557600        , 7878000         , 0.05            , 0               , 0               , 7120            , 0               
31557601        , 7877996.78873798, 7120.04903229727, -1.88769832828915e-007, -6.42252360315847, 7119.99709716679, -3.77477132684248e-007
31557605        , 7877919.71858113, 35599.9290647691, -4.7129872001941e-006, -32.1125126935414, 7119.92744028608, -1.88362768087964e-006
31557621        , 7876583.87602571, 149511.09069312 , -8.26913953558815e-005, -134.864885794587, 7118.72012039547, -7.84732437467966e-006
31557685        , 7854810.08227258, 604606.104364133, -0.00132458597004131, -545.375719753659, 7099.04142358733, -3.06838534730207e-005
31557941        , 7507548.43890105, 2389744.27443132, -0.0191513689332519, -2155.44900888701, 6785.22247927827, -0.000103214467434328
31558965        , 2617652.52742893, 7441240.43013249, -0.132622422537499, -6703.63840480771, 2371.64476923228, -1.47431427677014e-005
31563061        , 76647.2281084355, -5245415.00109897, 0.278924908929122, 2194.18991403854, -3781.3713426839, -0.000169171054719063
31579445        , 34294842.4013606, 121093040.15086 , -205.519966659252, 2130.62845635544, 7654.02029812341, 0.0332869310075185
31644981        , 169479130.937336, 607085211.199193, 29689.9696150549, 2039.19313011747, 7336.05112817246, 1.11903590067109
31907125        , 698327224.124681, 2520402931.40384, 2037155.50397869, 2000.16777102246, 7292.21991766294, 17.0044227644073
32907125        , 2594350843.265  , 9892931211.72579, 99502828.1275962, 1744.40184079652, 7498.36203314526, 211.463330111124
33907125        , 4045677938.28498, 17562006995.6347, 475572242.398876, 1078.48892722447, 7831.29180073385, 552.442303937536
34907125        , 4615279117.29474, 25488541264.7582, 1202788327.77278, 12.4824121527117, 7974.53668667834, 892.897453148787
35907125        , 3986819623.81147, 33417925302.0743, 2242236410.43565, -1314.22119306117, 7824.63242482867, 1171.65930413916
